dataset,model,ep,variant,collection_interval,max_layers_per_cycle,mean_par,transmit_amount,runtime_seconds,par_ratio_vs_ds_eplb_1024,transmit_ratio_vs_ds_eplb_1024,par_improvement_vs_default,extra_transmit_per_par_point,matches_existing_ds_eplb_1024,modeled_runtime_seconds,baseline_modeled_runtime_seconds,expected_case_score_vs_ds_eplb_1024
LmSys,DS-R1,128,DS-EPLB@512:layers=all,512,all,1.6301936012686806,220496,19.929209232330322,1.0528984749337738,2.0008166746821776,0.4661941640987097,154873.82199275255,,119.3909186877475,113.77094868396875,95.29279943102112
LmSys,DS-R1,128,DS-EPLB@1024:layers=all,1024,all,1.7164283566225902,110203,11.367802143096924,1.0,1.0,0.43795664946878315,82396.0563570393,False,113.77094868396875,113.77094868396875,99.99999999999999
LmSys,DS-R1,128,DS-EPLB@2048:layers=all,2048,all,1.915614232918369,43359,6.362920045852661,0.896019839029737,0.39344663938368285,0.37273336364981563,38091.24101121843,,119.18027327494214,113.77094868396875,95.4612248803169
LmSys,DS-R1,128,DS-EPLB@4096:layers=all,4096,all,2.5001558577868224,22188,4.657102823257446,0.6865285423213574,0.20133753164614393,0.18132558825481473,40068.51023345657,,152.18082653408933,113.77094868396875,74.76036980156856
LmSys,DS-R1,256,Default,0,all,4.902940459335534,0,2.544732093811035,0.4439863824490499,0.0,0.0,0.0,,294.176427560132,144.98964629639468,49.28662962526378
LmSys,DS-R1,256,DS-EPLB@256:layers=all,256,all,1.6923411443751748,498360,59.538069009780884,1.28628840889357,3.3918884888413974,0.6548313897728777,155223.35586312588,,150.3135132961105,144.98964629639468,96.45815809705142
LmSys,DS-R1,256,DS-EPLB@512:layers=all,512,all,1.9970990373497488,293942,36.496416091918945,1.0900004242114312,2.0005989368870254,0.5926732021501229,101155.55438642166,,148.5931913895716,144.98964629639468,97.57489218753679
LmSys,DS-R1,256,DS-EPLB@1024:layers=all,1024,all,2.176838797903467,146927,19.903080940246582,1.0,1.0,0.5560136175509501,53896.37594176028,False,144.98964629639468,144.98964629639468,100.0
LmSys,DS-R1,256,DS-EPLB@2048:layers=all,2048,all,2.623428871926336,57843,9.970476627349854,0.829768560222124,0.393685299502474,0.46492744635902156,25375.172611314534,,163.06665859526018,144.98964629639468,88.9143418681721
LmSys,DS-R1,256,DS-EPLB@4096:layers=all,4096,all,3.800167064384517,29578,6.715082883834839,0.5728271312871958,0.20131085505046725,0.22492082131066088,26821.46679945411,,230.90473674968433,144.98964629639468,62.791975746072644
Mix,DS-R1,32,Default,0,all,2.095069640321471,0,2.4842751026153564,0.7691221348279845,0.0,0.0,0.0,,125.70417841928827,104.76402423138751,83.34171986069185
Mix,DS-R1,32,DS-EPLB@256:layers=all,256,all,1.3432192009686896,310257,11.882688045501709,1.1996287971578128,3.756911228703244,0.3588665621813966,412657.86885365105,,110.95710283444137,104.76402423138751,94.41849287260634
Mix,DS-R1,32,DS-EPLB@512:layers=all,512,all,1.436017050273025,164511,7.7084269523620605,1.1221067563724152,1.9920685855442404,0.31457311841305663,249617.40911739232,,102.26123640774149,104.76402423138751,102.44744529947474
Mix,DS-R1,32,DS-EPLB@1024:layers=all,1024,all,1.6113644343773474,82583,4.970698118209839,1.0,1.0,0.2308778651720155,170730.02106481313,False,104.76402423138751,104.76402423138751,100.0
Mix,DS-R1,32,DS-EPLB@2048:layers=all,2048,all,1.8597410698129295,33207,3.5910298824310303,0.8664455824161768,0.4021045493624596,0.11232493945758877,141109.08814956114,,114.83433675709577,104.76402423138751,91.23057370287289
Mix,DS-R1,32,DS-EPLB@4096:layers=all,4096,all,2.0452770230793695,16653,3.0312767028808594,0.7878465441083755,0.20165167165155057,0.023766569036082843,334447.1715360902,,124.34640209004218,104.76402423138751,84.25175354533008
Mix,DS-R1,64,Default,0,all,2.9265259473287464,0,2.5592050552368164,0.7018837136561805,0.0,0.0,0.0,,175.59155683972477,132.24206949274966,75.3123167610255
Mix,DS-R1,64,DS-EPLB@256:layers=all,256,all,1.5732590115795961,331080,19.507285118103027,1.3056215695595585,3.6013183514080906,0.46241412517950703,244652.39728680623,,126.79737795557577,132.24206949274966,104.29400956467845
Mix,DS-R1,64,DS-EPLB@512:layers=all,512,all,1.7212929559764891,183297,11.485789775848389,1.193336028530363,1.9938107099735678,0.4118306186392645,152084.2868683365,,121.21632196530936,132.24206949274966,109.09592647976544
Mix,DS-R1,64,DS-EPLB@1024:layers=all,1024,all,2.054080900022272,91933,7.0277721881866455,1.0,1.0,0.29811628634381954,105373.97201557567,False,132.24206949274966,132.24206949274966,100.0
Mix,DS-R1,64,DS-EPLB@2048:layers=all,2048,all,2.5241398460890094,36849,4.388038158416748,0.8137746025462642,0.40082451350439996,0.1374961672924937,91576.22464212748,,155.05469528758059,132.24206949274966,85.28736859434005
Mix,DS-R1,64,DS-EPLB@4096:layers=all,4096,all,2.832993267065332,18475,3.534723997116089,0.7250567531881476,0.20096156983890442,0.03196031128607908,197524.54380617797,,171.78769057325326,132.24206949274966,76.97994486767918
Mix,DS-R1,128,Default,0,all,4.516159215163729,0,2.795233964920044,0.6001058053052083,0.0,0.0,0.0,,270.96955290982373,173.41580966998202,63.99826394063294
Mix,DS-R1,128,DS-EPLB@256:layers=all,256,all,1.9599182006023927,394458,37.3469979763031,1.3827992218600647,3.5726978778903895,0.5660210131605518,154311.74046305293,,156.19954993822358,173.41580966998202,111.02196500474386
Mix,DS-R1,128,DS-EPLB@512:layers=all,512,all,2.2363230981798794,219859,24.71730399131775,1.2118881054835724,1.9913141138856434,0.5048174805992078,96436.31766430057,,155.6963471639661,173.41580966998202,111.38078241961277
Mix,DS-R1,128,DS-EPLB@1024:layers=all,1024,all,2.710173362702367,110409,15.10775899887085,1.0,1.0,0.39989419469479165,61135.030404321595,False,173.41580966998202,173.41580966998202,99.99999999999999
Mix,DS-R1,128,DS-EPLB@2048:layers=all,2048,all,3.6461910697416453,44272,8.78073000907898,0.7432889036433297,0.4009818040195999,0.1926345161838019,50889.219603001104,,223.10423614055205,173.41580966998202,77.72860465129531
Mix,DS-R1,128,DS-EPLB@4096:layers=all,4096,all,4.310050241290655,22175,7.4716269969940186,0.6288031950854472,0.2008441340832722,0.04563811062750607,107588.71670311592,,260.773217272106,173.41580966998202,66.5006213000125
Mix,DS-R1,256,Default,0,all,7.4558534398865595,0,3.2732648849487305,0.5012374712872869,0.0,0.0,0.0,,447.3512063931936,238.61114830354816,53.33866208328138
Mix,DS-R1,256,DS-EPLB@256:layers=all,256,all,2.5507314965779995,495360,65.33227014541626,1.4651299556660644,3.370850742409189,0.6578887290176121,100988.31501544162,,201.52333314827996,238.61114830354816,118.40373249879664
Mix,DS-R1,256,DS-EPLB@512:layers=all,512,all,3.0040322862535205,292778,37.64068293571472,1.244045592185745,1.992310518937899,0.5970907542008731,65765.89442751309,,208.8952690271579,238.61114830354816,114.2252524026894
Mix,DS-R1,256,DS-EPLB@1024:layers=all,1024,all,3.7371531244973584,146954,20.354815006256104,1.0,1.0,0.49876252871271315,39517.5699939724,False,238.61114830354816,238.61114830354816,100.00000000000001
Mix,DS-R1,256,DS-EPLB@2048:layers=all,2048,all,5.525743654117654,59020,10.213438272476196,0.6763167744331607,0.4016222763585884,0.25887174437246885,30578.571454933048,,337.32073509559257,238.61114830354816,70.73717191916136
Mix,DS-R1,256,DS-EPLB@4096:layers=all,4096,all,6.957766919563658,29567,6.814805030822754,0.5371196200880679,0.20119901465764797,0.06680476277313738,59361.172795505816,,420.3596515224061,238.61114830354816,56.76357077549572
